instancia,exp_name,modo_carga,cant_carga,path,cant_max,tiempo_carga,tiempo_max,palabra,apariciones
exp_cant_palabras_10000,palabras_dif_max,1,7,exp_cant_palabras_10000,3,0.0086474719999999,0.0001277235333333,aa,117
exp_cant_palabras_10000,palabras_dif_max,1,7,exp_cant_palabras_10000,4,0.0084789793333333,0.0001248908666666,aa,117
exp_cant_palabras_1000,palabras_dif_carga,1,1,exp_cant_palabras_1000,3,0.0030506759999999,0.0002335960666666,aa,15
exp_cant_palabras_1000,palabras_dif_carga,1,2,exp_cant_palabras_1000,3,0.0018206066666666,0.0001510060666666,aa,15
exp_cant_palabras_1000,palabras_dif_carga,1,3,exp_cant_palabras_1000,3,0.0014821226666666,0.0001269427333333,aa,15
exp_cant_palabras_1000,palabras_dif_carga,1,4,exp_cant_palabras_1000,3,0.0012441091333333,0.0001292918666666,aa,15
exp_cant_palabras_2000,palabras_dif_carga,1,1,exp_cant_palabras_2000,3,0.0052305626666666,0.0002358296,aa,26
exp_cant_palabras_2000,palabras_dif_carga,1,2,exp_cant_palabras_2000,3,0.0030265626666666,0.0001440391333333,aa,26
exp_cant_palabras_2000,palabras_dif_carga,1,3,exp_cant_palabras_2000,3,0.0024178626666666,0.0001310705333333,aa,26
exp_cant_palabras_2000,palabras_dif_carga,1,4,exp_cant_palabras_2000,3,0.0023248506666666,0.0001433764,aa,26
exp_cant_palabras_3000,palabras_dif_carga,1,1,exp_cant_palabras_3000,3,0.0063235573333333,0.0002126809333333,aa,38
exp_cant_palabras_3000,palabras_dif_carga,1,2,exp_cant_palabras_3000,3,0.00401752,0.0001405444,aa,38
exp_cant_palabras_3000,palabras_dif_carga,1,3,exp_cant_palabras_3000,3,0.003382884,0.0001390802666666,aa,38
exp_cant_palabras_3000,palabras_dif_carga,1,4,exp_cant_palabras_3000,3,0.0030756233333333,0.0001416498666666,aa,38
exp_cant_palabras_4000,palabras_dif_carga,1,1,exp_cant_palabras_4000,3,0.00707392,0.0002138044666666,aa,50
exp_cant_palabras_4000,palabras_dif_carga,1,2,exp_cant_palabras_4000,3,0.0050433733333333,0.0001602575999999,aa,50
exp_cant_palabras_4000,palabras_dif_carga,1,3,exp_cant_palabras_4000,3,0.00383676,0.0001352731333333,aa,50
exp_cant_palabras_4000,palabras_dif_carga,1,4,exp_cant_palabras_4000,3,0.0037574066666666,0.0001686285333333,aa,50
exp_cant_palabras_5000,palabras_dif_carga,1,1,exp_cant_palabras_5000,3,0.0084105519999999,0.0002464824,aa,61
exp_cant_palabras_5000,palabras_dif_carga,1,2,exp_cant_palabras_5000,3,0.0050388933333333,0.000149443,aa,61
exp_cant_palabras_5000,palabras_dif_carga,1,3,exp_cant_palabras_5000,3,0.0042798993333333,0.0001212735333333,aa,61
exp_cant_palabras_5000,palabras_dif_carga,1,4,exp_cant_palabras_5000,3,0.0039069119999999,0.0001406052,aa,61
exp_cant_palabras_6000,palabras_dif_carga,1,1,exp_cant_palabras_6000,3,0.0089760893333333,0.0002200592666666,aa,72
exp_cant_palabras_6000,palabras_dif_carga,1,2,exp_cant_palabras_6000,3,0.0060546673333333,0.000155755,aa,72
exp_cant_palabras_6000,palabras_dif_carga,1,3,exp_cant_palabras_6000,3,0.005024876,0.0001351289333333,aa,72
exp_cant_palabras_6000,palabras_dif_carga,1,4,exp_cant_palabras_6000,3,0.0046316,0.0001507048666666,aa,72
exp_cant_palabras_7000,palabras_dif_carga,1,1,exp_cant_palabras_7000,3,0.0096871446666666,0.000230288,aa,82
exp_cant_palabras_7000,palabras_dif_carga,1,2,exp_cant_palabras_7000,3,0.0065298926666666,0.0001624635333333,aa,82
exp_cant_palabras_7000,palabras_dif_carga,1,3,exp_cant_palabras_7000,3,0.0055403566666666,0.0001304086,aa,82
exp_cant_palabras_7000,palabras_dif_carga,1,4,exp_cant_palabras_7000,3,0.0051240466666666,0.0001367966,aa,82
exp_cant_palabras_8000,palabras_dif_carga,1,1,exp_cant_palabras_8000,3,0.0104611026666666,0.0002488928,aa,96
exp_cant_palabras_8000,palabras_dif_carga,1,2,exp_cant_palabras_8000,3,0.0072121086666666,0.0001519878,aa,96
exp_cant_palabras_8000,palabras_dif_carga,1,3,exp_cant_palabras_8000,3,0.006452282,0.0001365916666666,aa,96
exp_cant_palabras_8000,palabras_dif_carga,1,4,exp_cant_palabras_8000,3,0.0054887799999999,0.0001415249333333,aa,96
exp_cant_palabras_9000,palabras_dif_carga,1,1,exp_cant_palabras_9000,3,0.0117174646666666,0.0002049015333333,aa,105
exp_cant_palabras_9000,palabras_dif_carga,1,2,exp_cant_palabras_9000,3,0.008211572,0.0001728718666666,aa,105
exp_cant_palabras_9000,palabras_dif_carga,1,3,exp_cant_palabras_9000,3,0.0068665686666666,0.0001423263333333,aa,105
exp_cant_palabras_9000,palabras_dif_carga,1,4,exp_cant_palabras_9000,3,0.0056142086666666,0.0001395644,aa,105
exp_cant_palabras_10000,palabras_dif_carga,1,1,exp_cant_palabras_10000,3,0.0119324066666666,0.0002126045333333,aa,117
exp_cant_palabras_10000,palabras_dif_carga,1,2,exp_cant_palabras_10000,3,0.0084111073333333,0.0001683218666666,aa,117
exp_cant_palabras_10000,palabras_dif_carga,1,3,exp_cant_palabras_10000,3,0.0072609946666666,0.0001370212,aa,117
exp_cant_palabras_10000,palabras_dif_carga,1,4,exp_cant_palabras_10000,3,0.0072444293333333,0.0001486484666666,aa,117
exp_unif,carga_con_n_threads,1,1,exp_unif,4,0.1537746666666666,0.0004389977333333,aa,412
exp_unif,carga_con_n_threads,1,2,exp_unif,4,0.1484974266666666,0.0003586337333333,aa,412
exp_unif,carga_con_n_threads,1,3,exp_unif,4,0.1316531333333333,0.0003437823333333,aa,412
exp_unif,carga_con_n_threads,1,4,exp_unif,4,0.1153037533333333,0.0003129458,aa,412
exp_unif,carga_con_n_threads,1,5,exp_unif,4,0.10989058,0.000320888,aa,412
exp_unif,carga_con_n_threads,1,6,exp_unif,4,0.1008299466666666,0.0003103422,aa,412
exp_unif,carga_con_n_threads,1,7,exp_unif,4,0.1050455066666666,0.0003535742,aa,412
exp_unif,carga_con_n_threads,1,8,exp_unif,4,0.1060051333333333,0.0003130306666666,aa,412
exp_unif,carga_con_n_threads,1,9,exp_unif,4,0.1043171599999999,0.0003715219333333,aa,412
exp_unif,carga_con_n_threads,1,10,exp_unif,4,0.11316692,0.0004593678,aa,412
exp_unif,carga_con_n_threads,1,11,exp_unif,4,0.1140859333333333,0.0003944249333333,aa,412
exp_unif,carga_con_n_threads,1,12,exp_unif,4,0.1139476666666666,0.0003619004,aa,412
exp_unif,carga_con_n_threads,1,13,exp_unif,4,0.1065753733333333,0.0003539374666666,aa,412
exp_unif,carga_con_n_threads,1,14,exp_unif,4,0.1138190666666666,0.0003499026,aa,412
exp_unif,carga_con_n_threads,1,15,exp_unif,4,0.1156184666666666,0.0003545501333333,aa,412
exp_unif,carga_con_n_threads,1,16,exp_unif,4,0.1197852,0.0003730472666666,aa,412
exp_unif,carga_con_n_threads,1,17,exp_unif,4,0.1247007333333333,0.0003564153333333,aa,412
exp_unif,carga_con_n_threads,1,18,exp_unif,4,0.1258936,0.0003611243999999,aa,412
exp_unif,carga_con_n_threads,1,19,exp_unif,4,0.1310554,0.0003733784666666,aa,412
exp_unif,carga_con_n_threads,1,20,exp_unif,4,0.1330456666666666,0.0003647806666666,aa,412
exp_unif,carga_con_n_threads,1,21,exp_unif,4,0.1379386,0.0003509511333333,aa,412
exp_unif,carga_con_n_threads,1,22,exp_unif,4,0.1400252,0.0003568496666666,aa,412
exp_unif,carga_con_n_threads,1,23,exp_unif,4,0.1430911333333333,0.0003594764666666,aa,412
exp_unif,carga_con_n_threads,1,24,exp_unif,4,0.1473329333333333,0.0003666117999999,aa,412
exp_unif,carga_con_n_threads,1,25,exp_unif,4,0.1527525333333333,0.0003493034666666,aa,412
exp_unif,carga_con_n_threads,1,26,exp_unif,4,0.1588246666666667,0.0003496619333333,aa,412
exp_unif,carga_con_n_threads,1,27,exp_unif,4,0.1583781333333333,0.0003501836666666,aa,412
exp_unif,carga_con_n_threads,1,28,exp_unif,4,0.1646958666666666,0.0003567319333333,aa,412
exp_unif,carga_con_n_threads,1,29,exp_unif,4,0.1707431333333333,0.0003621769333333,aa,412
exp_unif,carga_con_n_threads,1,30,exp_unif,4,0.1786722666666666,0.0003708672666666,aa,412
exp_unif,carga_con_n_threads,1,31,exp_unif,4,0.1769954666666666,0.000348455,aa,412
exp_unif,carga_con_n_threads,1,32,exp_unif,4,0.1751697333333333,0.0003657168,aa,412
exp_unif,carga_con_n_threads,1,33,exp_unif,4,0.1793655333333333,0.0003578147333333,aa,412
exp_unif,carga_con_n_threads,1,34,exp_unif,4,0.1791879333333333,0.0003512411333333,aa,412
exp_unif,carga_con_n_threads,1,35,exp_unif,4,0.1780310666666666,0.0003576571333333,aa,412
exp_unif,carga_con_n_threads,1,36,exp_unif,4,0.1767255999999999,0.0003721850666666,aa,412
exp_unif,carga_con_n_threads,1,37,exp_unif,4,0.1799185333333333,0.0003843270666666,aa,412
exp_unif,carga_con_n_threads,1,38,exp_unif,4,0.1769926666666666,0.0003628373333333,aa,412
exp_unif,carga_con_n_threads,1,39,exp_unif,4,0.1820514,0.0003574845999999,aa,412
exp_unif,carga_con_n_threads,1,40,exp_unif,4,0.1824657333333333,0.0003675034,aa,412
exp_unif,carga_con_n_threads,1,41,exp_unif,4,0.1775370666666666,0.0003861626666666,aa,412
exp_unif,carga_con_n_threads,1,42,exp_unif,4,0.1806200666666667,0.0003624344666666,aa,412
exp_unif,carga_con_n_threads,1,43,exp_unif,4,0.1773434666666666,0.0003624734666666,aa,412
exp_unif,carga_con_n_threads,1,44,exp_unif,4,0.1792622666666666,0.0003575927333333,aa,412
exp_unif,carga_con_n_threads,1,45,exp_unif,4,0.1797814666666667,0.0003695662,aa,412
exp_unif,carga_con_n_threads,1,46,exp_unif,4,0.1792248666666666,0.0003582174,aa,412
exp_unif,carga_con_n_threads,1,47,exp_unif,4,0.1805385333333333,0.0003601436666666,aa,412
exp_unif,carga_con_n_threads,1,48,exp_unif,4,0.1778475999999999,0.0003614835333333,aa,412
exp_unif,carga_con_n_threads,1,49,exp_unif,4,0.1769864,0.0003605870666666,aa,412
exp_unif,carga_con_n_threads,1,50,exp_unif,4,0.178797,0.0003511418666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,1,0.1002381066666666,0.0009381885333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,2,0.1027576066666666,0.0004471385333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,3,0.1076364466666666,0.0003040673333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,4,0.1087312866666666,0.0002688272666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,5,0.10006018,0.0003286959333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,6,0.1055363666666666,0.0003298754666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,7,0.1058019666666666,0.0003337914,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,8,0.10292326,0.0003316862666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,9,0.10345778,0.0003682295333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,10,0.0978234266666666,0.0003909622,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,11,0.1049509199999999,0.0004270004666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,12,0.10100818,0.0003926606,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,13,0.1053141533333333,0.0004844734,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,14,0.1088352133333333,0.0005417569333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,15,0.1088317,0.0005152397333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,16,0.0994294,0.0005704507333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,17,0.1055426333333333,0.0006541689333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,18,0.1067996533333333,0.0006222221333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,19,0.1033320199999999,0.0006760392,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,20,0.10638276,0.0006637563333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,21,0.10153742,0.0007073508666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,22,0.09977802,0.000794598,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,23,0.1048589666666666,0.0007632826666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,24,0.1089494666666666,0.0007656290666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,25,0.1035407666666666,0.0009424974666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,26,0.1058322,0.0009124359333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,27,0.1047135733333333,0.0009984331333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,28,0.1062374866666666,0.0009200693333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,29,0.10111614,0.0011209380666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,30,0.1055083533333333,0.0010781644666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,31,0.1055141733333333,0.0010760796666666,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,32,0.10076446,0.001201722,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,33,0.1100925266666666,0.001195252,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,34,0.1038295066666666,0.0012341549333333,aa,412
exp_unif,max_con_n_threads,1,7,exp_unif,35,0.0998981066666666,0.0011945168,aa,412
exp_distribucion__rep_1,palabras_concu_carga_rep,1,4,exp_distribucion__rep_1,4,0.0002722684,0.0001205345,texto,0
exp_distribucion__rep_2,palabras_concu_carga_rep,1,4,exp_distribucion__rep_2,4,0.0002571100499999,0.000117464,texto,0
exp_distribucion__rep_3,palabras_concu_carga_rep,1,4,exp_distribucion__rep_3,4,0.0002476162499999,0.0001171470999999,texto,0
exp_distribucion__rep_4,palabras_concu_carga_rep,1,4,exp_distribucion__rep_4,4,0.0002419167499999,0.0001149232999999,texto,0
exp_distribucion_1,palabras_concu_carga,1,4,exp_distribucion_1,4,3.197712,0.00279099,gru,5
exp_distribucion_2,palabras_concu_carga,1,4,exp_distribucion_2,4,4.489582,0.0031741359999999997,bgc,5
exp_distribucion_3,palabras_concu_carga,1,4,exp_distribucion_3,4,4.96068,0.003761708,dwu,5
exp_distribucion_4,palabras_concu_carga,1,4,exp_distribucion_4,4,5.015318,0.0041586060000000005,ckj,5
exp_distribucion_5,palabras_concu_carga,1,4,exp_distribucion_5,4,4.734454000000001,0.00511282,ccm,4
exp_distribucion_6,palabras_concu_carga,1,4,exp_distribucion_6,4,4.514106,0.005371748000000001,mxd,5
exp_distribucion_7,palabras_concu_carga,1,4,exp_distribucion_7,4,4.4603459999999995,0.005809857999999999,euf,6
exp_distribucion_8,palabras_concu_carga,1,4,exp_distribucion_8,4,4.417218,0.0050922300000000005,ncz,5
exp_distribucion_9,palabras_concu_carga,1,4,exp_distribucion_9,4,4.970062,0.005985758,box,5
exp_distribucion_10,palabras_concu_carga,1,4,exp_distribucion_10,4,5.3205100000000005,0.005501979999999999,gme,5
exp_distribucion_11,palabras_concu_carga,1,4,exp_distribucion_11,4,5.718792,0.0055407139999999995,ali,4
exp_distribucion_12,palabras_concu_carga,1,4,exp_distribucion_12,4,6.043697999999999,0.005899736,gkz,5
exp_distribucion_13,palabras_concu_carga,1,4,exp_distribucion_13,4,6.473616,0.005901138,srd,5
exp_distribucion_14,palabras_concu_carga,1,4,exp_distribucion_14,4,6.555235999999999,0.005659448,bfr,5
exp_distribucion_15,palabras_concu_carga,1,4,exp_distribucion_15,4,6.66927,0.005750414000000001,pdc,5
exp_distribucion_16,palabras_concu_carga,1,4,exp_distribucion_16,4,6.900072,0.005761278,jmy,5
exp_distribucion_17,palabras_concu_carga,1,4,exp_distribucion_17,4,6.757783999999999,0.00609201,usc,5
exp_distribucion_18,palabras_concu_carga,1,4,exp_distribucion_18,4,6.767546,0.00573549,ajx,5
exp_distribucion_19,palabras_concu_carga,1,4,exp_distribucion_19,4,6.921036000000001,0.005176783999999999,uoi,6
exp_distribucion_20,palabras_concu_carga,1,4,exp_distribucion_20,4,6.75664,0.006106744,yjt,6
exp_distribucion_21,palabras_concu_carga,1,4,exp_distribucion_21,4,6.729223999999999,0.005639176,ils,5
exp_distribucion_22,palabras_concu_carga,1,4,exp_distribucion_22,4,7.0832440000000005,0.0058164539999999995,jda,5
exp_distribucion_23,palabras_concu_carga,1,4,exp_distribucion_23,4,6.847072,0.005847244,anv,4
exp_distribucion_24,palabras_concu_carga,1,4,exp_distribucion_24,4,6.789164000000001,0.00570963,ecw,5
exp_distribucion_25,palabras_concu_carga,1,4,exp_distribucion_25,4,6.800028,0.005758208,bmf,4
exp_distribucion_26,palabras_concu_carga,1,4,exp_distribucion_26,4,7.300556,0.006011078,fsi,5
